nr,name_de,name_en,typ1,typ2,region,generation,entwicklungsstufe,entwickelt_aus_de,entwickelt_aus_en,hp,angriff,verteidigung,spezial_angriff,spezial_verteidigung,initiative,sprite_url,sprite_bulbapedia
608,Laternecto,Lampent,Geist,Feuer,Unova,V,1,,litwick,60,40,60,95,60,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,https://archives.bulbagarden.net/media/upload/c/c1/0608Lampent.png
609,Skelabra,Chandelure,Geist,Feuer,Unova,V,2,,lampent,60,55,90,145,90,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,https://archives.bulbagarden.net/media/upload/9/97/0609Chandelure.png
610,Milza,Axew,Drache,,Unova,V,0,,,46,87,60,30,40,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,https://archives.bulbagarden.net/media/upload/0/00/0610Axew.png
611,Sharfax,Fraxure,Drache,,Unova,V,1,,axew,66,117,70,40,50,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,https://archives.bulbagarden.net/media/upload/2/2c/0611Fraxure.png
612,Maxax,Haxorus,Drache,,Unova,V,2,,fraxure,76,147,90,60,70,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,https://archives.bulbagarden.net/media/upload/b/bf/0612Haxorus.png
613,Petznief,Cubchoo,Eis,,Unova,V,0,,,55,70,40,60,40,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,https://archives.bulbagarden.net/media/upload/f/fc/0613Cubchoo.png
614,Siberio,Beartic,Eis,,Unova,V,1,,cubchoo,95,130,80,70,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,https://archives.bulbagarden.net/media/upload/a/a6/0614Beartic.png
615,Frigometri,Cryogonal,Eis,,Unova,V,0,,,80,50,50,95,135,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,https://archives.bulbagarden.net/media/upload/8/84/0615Cryogonal.png
616,Schnuthelm,Shelmet,Käfer,,Unova,V,0,,,50,40,85,40,65,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,https://archives.bulbagarden.net/media/upload/d/d6/0616Shelmet.png
617,Hydragil,Accelgor,Käfer,,Unova,V,1,,shelmet,80,70,40,100,60,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,https://archives.bulbagarden.net/media/upload/f/f4/0617Accelgor.png
618,Flunschlik,Stunfisk,Boden,Elektro,Unova,V,0,,,109,66,84,81,99,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,https://archives.bulbagarden.net/media/upload/7/7b/0618Stunfisk.png
619,Lin-Fu,Mienfoo,Kampf,,Unova,V,0,,,45,85,50,55,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,https://archives.bulbagarden.net/media/upload/7/74/0619Mienfoo.png
620,Wie-Shu,Mienshao,Kampf,,Unova,V,1,,mienfoo,65,125,60,95,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,https://archives.bulbagarden.net/media/upload/f/f1/0620Mienshao.png
621,Shardrago,Druddigon,Drache,,Unova,V,0,,,77,120,90,60,90,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,https://archives.bulbagarden.net/media/upload/c/c5/0621Druddigon.png
622,Golbit,Golett,Boden,Geist,Unova,V,0,,,59,74,50,35,50,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,https://archives.bulbagarden.net/media/upload/e/e1/0622Golett.png
623,Golgantes,Golurk,Boden,Geist,Unova,V,1,,golett,89,124,80,55,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,https://archives.bulbagarden.net/media/upload/d/de/0623Golurk.png
624,Gladiantri,Pawniard,Unlicht,Stahl,Unova,V,0,,,45,85,70,40,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,https://archives.bulbagarden.net/media/upload/8/8c/0624Pawniard.png
625,Caesurio,Bisharp,Unlicht,Stahl,Unova,V,1,,pawniard,65,125,100,60,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,https://archives.bulbagarden.net/media/upload/6/6b/0625Bisharp.png
626,Bisofank,Bouffalant,Normal,,Unova,V,0,,,95,110,95,40,95,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,https://archives.bulbagarden.net/media/upload/e/ed/0626Bouffalant.png
627,Geronimatz,Rufflet,Normal,Flug,Unova,V,0,,,70,83,50,37,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,https://archives.bulbagarden.net/media/upload/2/2d/0627Rufflet.png
628,Washakwil,Braviary,Normal,Flug,Unova,V,1,,rufflet,100,123,75,57,75,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,https://archives.bulbagarden.net/media/upload/2/22/0628Braviary.png
629,Skallyk,Vullaby,Unlicht,Flug,Unova,V,0,,,70,55,75,45,65,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,https://archives.bulbagarden.net/media/upload/e/ed/0629Vullaby.png
630,Grypheldis,Mandibuzz,Unlicht,Flug,Unova,V,1,,vullaby,110,65,105,55,95,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,https://archives.bulbagarden.net/media/upload/f/f1/0630Mandibuzz.png
631,Furnifraß,Heatmor,Feuer,,Unova,V,0,,,85,97,66,105,66,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,https://archives.bulbagarden.net/media/upload/3/33/0631Heatmor.png
632,Fermicula,Durant,Käfer,Stahl,Unova,V,0,,,58,109,112,48,48,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,https://archives.bulbagarden.net/media/upload/b/bd/0632Durant.png
633,Kapuno,Deino,Unlicht,Drache,Unova,V,0,,,52,65,50,45,50,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,https://archives.bulbagarden.net/media/upload/6/60/0633Deino.png
634,Duodino,Zweilous,Unlicht,Drache,Unova,V,1,,deino,72,85,70,65,70,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,https://archives.bulbagarden.net/media/upload/7/74/0634Zweilous.png
635,Trikephalo,Hydreigon,Unlicht,Drache,Unova,V,2,,zweilous,92,105,90,125,90,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,https://archives.bulbagarden.net/media/upload/9/92/0635Hydreigon.png
636,Ignivor,Larvesta,Käfer,Feuer,Unova,V,0,,,55,85,55,50,55,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,https://archives.bulbagarden.net/media/upload/3/33/0636Larvesta.png
637,Ramoth,Volcarona,Käfer,Feuer,Unova,V,1,,larvesta,85,60,65,135,105,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,https://archives.bulbagarden.net/media/upload/0/09/0637Volcarona.png
638,Kobalium,Cobalion,Stahl,Kampf,Unova,V,0,,,91,90,129,90,72,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,https://archives.bulbagarden.net/media/upload/9/9e/0638Cobalion.png
639,Terrakium,Terrakion,Gestein,Kampf,Unova,V,0,,,91,129,90,72,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,https://archives.bulbagarden.net/media/upload/6/6b/0639Terrakion.png
640,Viridium,Virizion,Pflanze,Kampf,Unova,V,0,,,91,90,72,90,129,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,https://archives.bulbagarden.net/media/upload/b/bf/0640Virizion.png
641,Boreos,Tornadus,Flug,,Unova,V,0,,,79,115,70,125,80,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,https://archives.bulbagarden.net/media/upload/1/12/0641Tornadus.png
642,Voltolos,Thundurus,Elektro,Flug,Unova,V,0,,,79,115,70,125,80,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,https://archives.bulbagarden.net/media/upload/5/51/0642Thundurus.png
643,Reshiram,Reshiram,Drache,Feuer,Unova,V,0,,,100,120,100,150,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,https://archives.bulbagarden.net/media/upload/5/56/0643Reshiram.png
644,Zekrom,Zekrom,Drache,Elektro,Unova,V,0,,,100,150,120,120,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,https://archives.bulbagarden.net/media/upload/7/72/0644Zekrom.png
645,Demeteros,Landorus,Boden,Flug,Unova,V,0,,,89,125,90,115,80,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,https://archives.bulbagarden.net/media/upload/d/da/0645Landorus.png
646,Kyurem,Kyurem,Drache,Eis,Unova,V,0,,,125,130,90,130,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,https://archives.bulbagarden.net/media/upload/8/86/0646Kyurem.png
647,Keldeo,Keldeo,Wasser,Kampf,Unova,V,0,,,91,72,90,129,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,https://archives.bulbagarden.net/media/upload/9/92/0647Keldeo.png
648,Meloetta,Meloetta,Normal,Psycho,Unova,V,0,,,100,77,77,128,128,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,https://archives.bulbagarden.net/media/upload/0/0b/0648Meloetta.png
649,Genesect,Genesect,Käfer,Stahl,Unova,V,0,,,71,120,95,120,95,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,https://archives.bulbagarden.net/media/upload/e/e3/0649Genesect.png
650,Igamaro,Chespin,Pflanze,,Kalos,VI,0,,,56,61,65,48,45,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,https://archives.bulbagarden.net/media/upload/b/b0/0650Chespin.png
651,Igastarnish,Quilladin,Pflanze,,Kalos,VI,1,,chespin,61,78,95,56,58,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,https://archives.bulbagarden.net/media/upload/2/24/0651Quilladin.png
652,Brigaron,Chesnaught,Pflanze,Kampf,Kalos,VI,2,,quilladin,88,107,122,74,75,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,https://archives.bulbagarden.net/media/upload/d/db/0652Chesnaught.png
653,Fynx,Fennekin,Feuer,,Kalos,VI,0,,,40,45,40,62,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,https://archives.bulbagarden.net/media/upload/4/46/0653Fennekin.png
654,Rutena,Braixen,Feuer,,Kalos,VI,1,,fennekin,59,59,58,90,70,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,https://archives.bulbagarden.net/media/upload/4/4b/0654Braixen.png
655,Fennexis,Delphox,Feuer,Psycho,Kalos,VI,2,,braixen,75,69,72,114,100,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,https://archives.bulbagarden.net/media/upload/0/01/0655Delphox.png
656,Froxy,Froakie,Wasser,,Kalos,VI,0,,,41,56,40,62,44,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,https://archives.bulbagarden.net/media/upload/0/04/0656Froakie.png
657,Amphizel,Frogadier,Wasser,,Kalos,VI,1,,froakie,54,63,52,83,56,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,https://archives.bulbagarden.net/media/upload/8/8e/0657Frogadier.png
658,Quajutsu,Greninja,Wasser,Unlicht,Kalos,VI,2,,frogadier,72,95,67,103,71,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,https://archives.bulbagarden.net/media/upload/d/d9/0658Greninja.png
659,Scoppel,Bunnelby,Normal,,Kalos,VI,0,,,38,36,38,32,36,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,https://archives.bulbagarden.net/media/upload/d/d0/0659Bunnelby.png
660,Grebbit,Diggersby,Normal,Boden,Kalos,VI,1,,bunnelby,85,56,77,50,77,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,https://archives.bulbagarden.net/media/upload/d/df/0660Diggersby.png
661,Dartiri,Fletchling,Normal,Flug,Kalos,VI,0,,,45,50,43,40,38,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,https://archives.bulbagarden.net/media/upload/f/fd/0661Fletchling.png
662,Dartignis,Fletchinder,Feuer,Flug,Kalos,VI,1,,fletchling,62,73,55,56,52,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,https://archives.bulbagarden.net/media/upload/0/02/0662Fletchinder.png
663,Fiaro,Talonflame,Feuer,Flug,Kalos,VI,2,,fletchinder,78,81,71,74,69,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,https://archives.bulbagarden.net/media/upload/1/12/0663Talonflame.png
664,Purmel,Scatterbug,Käfer,,Kalos,VI,0,,,38,35,40,27,25,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,https://archives.bulbagarden.net/media/upload/1/19/0664Scatterbug.png
665,Puponcho,Spewpa,Käfer,,Kalos,VI,1,,scatterbug,45,22,60,27,30,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,https://archives.bulbagarden.net/media/upload/3/33/0665Spewpa.png
666,Vivillon,Vivillon,Käfer,Flug,Kalos,VI,2,,spewpa,80,52,50,90,50,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,https://archives.bulbagarden.net/media/upload/c/c9/0666Vivillon.png
667,Leufeo,Litleo,Feuer,Normal,Kalos,VI,0,,,62,50,58,73,54,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,https://archives.bulbagarden.net/media/upload/2/2d/0667Litleo.png
668,Pyroleo,Pyroar,Feuer,Normal,Kalos,VI,1,,litleo,86,68,72,109,66,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,https://archives.bulbagarden.net/media/upload/8/8a/0668Pyroar.png
669,Flabébé,Flabébé,Fee,,Kalos,VI,0,,,44,38,39,61,79,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,https://archives.bulbagarden.net/media/upload/5/5d/0669Flab%C3%A9b%C3%A9.png
670,Floette,Floette,Fee,,Kalos,VI,1,,flabebe,54,45,47,75,98,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,https://archives.bulbagarden.net/media/upload/8/8f/0670Floette.png
671,Florges,Florges,Fee,,Kalos,VI,2,,floette,78,65,68,112,154,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,https://archives.bulbagarden.net/media/upload/0/0c/0671Florges.png
672,Mähikel,Skiddo,Pflanze,,Kalos,VI,0,,,66,65,48,62,57,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,https://archives.bulbagarden.net/media/upload/e/e8/0672Skiddo.png
673,Chevrumm,Gogoat,Pflanze,,Kalos,VI,1,,skiddo,123,100,62,97,81,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,https://archives.bulbagarden.net/media/upload/e/ec/0673Gogoat.png
674,Pam-Pam,Pancham,Kampf,,Kalos,VI,0,,,67,82,62,46,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,https://archives.bulbagarden.net/media/upload/8/89/0674Pancham.png
675,Pandagro,Pangoro,Kampf,Unlicht,Kalos,VI,1,,pancham,95,124,78,69,71,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png,https://archives.bulbagarden.net/media/upload/b/b8/0675Pangoro.png
676,Coiffwaff,Furfrou,Normal,,Kalos,VI,0,,,75,80,60,65,90,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png,https://archives.bulbagarden.net/media/upload/2/29/0676Furfrou.png
677,Psiau,Espurr,Psycho,,Kalos,VI,0,,,62,48,54,63,60,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,https://archives.bulbagarden.net/media/upload/1/1e/0677Espurr.png
678,Psiaugon,Meowstic,Psycho,,Kalos,VI,1,,espurr,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png,https://archives.bulbagarden.net/media/upload/9/92/0678Meowstic.png
679,Gramokles,Honedge,Stahl,Geist,Kalos,VI,0,,,45,80,100,35,37,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,https://archives.bulbagarden.net/media/upload/4/48/0679Honedge.png
680,Duokles,Doublade,Stahl,Geist,Kalos,VI,1,,honedge,59,110,150,45,49,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png,https://archives.bulbagarden.net/media/upload/d/de/0680Doublade.png
681,Durengard,Aegislash,Stahl,Geist,Kalos,VI,2,,doublade,60,50,140,50,140,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png,https://archives.bulbagarden.net/media/upload/5/5e/0681Aegislash.png
682,Parfi,Spritzee,Fee,,Kalos,VI,0,,,78,52,60,63,65,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png,https://archives.bulbagarden.net/media/upload/5/58/0682Spritzee.png
683,Parfinesse,Aromatisse,Fee,,Kalos,VI,1,,spritzee,101,72,72,99,89,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png,https://archives.bulbagarden.net/media/upload/e/e3/0683Aromatisse.png
684,Flauschling,Swirlix,Fee,,Kalos,VI,0,,,62,48,66,59,57,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png,https://archives.bulbagarden.net/media/upload/a/a7/0684Swirlix.png
685,Sabbaione,Slurpuff,Fee,,Kalos,VI,1,,swirlix,82,80,86,85,75,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png,https://archives.bulbagarden.net/media/upload/c/c4/0685Slurpuff.png
686,Iscalar,Inkay,Unlicht,Psycho,Kalos,VI,0,,,53,54,53,37,46,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png,https://archives.bulbagarden.net/media/upload/3/3d/0686Inkay.png
687,Calamanero,Malamar,Unlicht,Psycho,Kalos,VI,1,,inkay,86,92,88,68,75,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png,https://archives.bulbagarden.net/media/upload/5/58/0687Malamar.png
